_id,target
66810d8e6bf2b41c880a7bc6c8a1e295,0.0662136319610858
ccac3879652b08cb8b44c1920fd93afa,0.01693529873307143
fcccab4d7a76f70647f015f2c84c2af8,0.07016482674151177
ed8399278c30678dab739045fa12b440,0.05422482455418402
1d4d62ac5cabcb48bac7112813f290cb,0.06440806087410227
aba2dec4c5cab88824f36babd24b986f,0.09385766226455808
06f318f1dd178e738f675bb88a5adb84,0.017425084473875738
d5036f5956e42ee6207296238fc4bc1d,0.041764271555773815
fe0cc8933698ad4046ff2b82f65756eb,0.061891137933680465
70190122f4ebf196535e11b33eb95b81,0.054033329663794816
8c2e044ac444afd4d0dea67eba0079c4,0.1031437612208631
0d7db1117ed3606d7bbbb65d584b5c2f,0.1160352004303291
aa3d1e4ba96323b5449a23cb54badc50,0.07611182745027353
d312d9b1ffdab785a806490ca0450f7b,0.07006301277017393
56da3f911d7cc5e8f47f2703b74bdc45,0.07628968728248069
19afb1a10078e901994a1e1e2c058652,0.047700390700527756
9ac0fc025e2f551a7d5214a606a77434,0.051257424659609856
4bc819b6f4ebbedca0fe354ba5dc7ba3,0.051419838570629074
1c02af75529cdaee5f8822a5251f5c63,0.06851506025181996
9d0424c7a80ebde8cc8b5520721592f2,0.24500394430514474
cf005d4bc86312d5f1032e08ef342e05,0.06432772503423098
6abe7bc6263ac81d7f6764c6b0489703,0.019733566618734676
b56ee107fc7abbabfa317f9209cbc5fd,0.02354231247966665
2fd2f7790cd8d0c638d55f41b1f323a2,0.06097811672031902
bd3b2a1af1abd0d48af835aa69848232,0.04642339705093901
d50372645903431bd7ceb57bbf1cea06,0.20046339259510323
8a11f5487e2e8a6e91d0ab1b6003b55e,0.07778702462539222
ab96e787fdf0827bbebcf95b1243d041,0.036719920933584616
233d244d79e364f517c846cb3ab1932a,0.053569200160440256
45971d4e3a47775bb5a7260bb5ea3c36,0.01252226973937685
5ccb10967f79fb08ace2d99ac6e0f3f1,0.33444578034834715
79dada7dfeb73ecb13b585716a422ccf,0.31372429649626865
3566dc034b1552ff7a1026ea1ab6baab,0.43462797123497077
895bf949198fb300efb4361ccd8231e6,0.06663064492384958
9e9bd8ab48ba5d9b7c53d6dd37d840ef,0.062322101919309474
5595e4faeb748e040ae99b98bcd60af9,0.0570025392064369
9c366222ca168600b6db86cfdda4cc90,0.07384233860600192
a79760db64a402bcc8e817800fe36ec1,0.05096935486475663
e3ad251da8e9d9405cce8312577cf855,0.06743027636883671
7c4da7b8abe1e7c113a59ed81d30d9fd,0.06873165885385442
c78385401b8d4aafc615e0f5dae1b165,0.04819344426166976
0f7837f2007516c4d60b341d4a4385a2,0.042220956508051154
be7d4bfb2a7dce1d959ca800974beec7,0.7377481987172103
2199d3381c925a326f5e84d81a3821a6,0.023337359190292475
fd6b3135204cd9f921f8d4fef7ed926f,0.09558285371273376
